Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,OFFICER,Individual,"CULLEROT, KEN",NOT APPLICABLE,since 03/02/2015,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415070,"CRESTWOOD NURSING & REHABILIATION CENTER, INC",568 CHILD STREET,WARREN,RI,02885,PARTNERSHIP INTEREST,Individual,"MINASSIAN, GAIL",NOT APPLICABLE,since 11/01/1979,"568 CHILD STREET WARREN, RI 02885 (41.731939, -71.255126)",10/01/2018
415033,HEATHERWOOD REHABILITATION & HEALTH CARE CENTER,398 BELLEVUE AVENUE,NEWPORT,RI,02840,OPERATIONAL/MANAGERIAL CONTROL,Organization,"ATHENA HEALTH CARE ASSOCIATES, INC.",NOT APPLICABLE,since 05/01/2014,"398 BELLEVUE AVENUE NEWPORT, RI 02840 (41.477036, -71.307969)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,MANAGING EMPLOYEE,Individual,"SHAW, DIANNA",NOT APPLICABLE,since 04/01/2014,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415049,HEBERT NURSING HOME,180 LOG ROAD,SMITHFIELD,RI,02917,DIRECTOR,Individual,"BARNHILL, JEFFERY",NOT APPLICABLE,since 07/09/2010,"180 LOG ROAD SMITHFIELD, RI 02917 (41.910336, -71.551313)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ZAC PROPERTIES XI LLC,NO PERCENTAGE PROVIDED,since 12/31/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415042,WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,1275 SOUTH BROADWAY,EAST PROVIDENCE,RI,02914,OPERATIONAL/MANAGERIAL CONTROL,Organization,"ATHENA HEALTH CARE ASSOCIATES, INC.",NOT APPLICABLE,since 09/01/2011,"1275 SOUTH BROADWAY EAST PROVIDENCE, RI 02914 (41.806739, -71.372727)",10/01/2018
415062,MORGAN HEALTH CENTER,80 MORGAN AVENUE,JOHNSTON,RI,02919,OFFICER,Individual,"CARRAGHER, TERRY",NOT APPLICABLE,since 11/12/2007,"80 MORGAN AVENUE JOHNSTON, RI 02919 (41.802319, -71.474736)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DVORAK, JOSEPH",NOT APPLICABLE,since 01/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415067,WEST VIEW NURSING AND REHABILIATION CENTER,239 LEGRIS AVENUE,WEST WARWICK,RI,02893,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,RI SKILLED PARTNERS LLC,NO PERCENTAGE PROVIDED,since 10/10/2017,"239 LEGRIS AVENUE WEST WARWICK, RI 02893 (41.696469, -71.506389)",10/01/2018
415036,PARK VIEW CTR FOR REHABILITATION AND HEALTH CARE,31 PARADE STREET,PROVIDENCE,RI,02909,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROZENBERG, KENNETH",5%,since 05/16/2016,"31 PARADE STREET PROVIDENCE, RI 02909 (41.815148, -71.432538)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,OPERATIONAL/MANAGERIAL CONTROL,Organization,GENESIS HEALTHCARE LLC,NOT APPLICABLE,since 12/01/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ZAC PROPERTIES XI LLC,NO PERCENTAGE PROVIDED,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415033,HEATHERWOOD REHABILITATION & HEALTH CARE CENTER,398 BELLEVUE AVENUE,NEWPORT,RI,02840,MANAGING EMPLOYEE,Individual,"MOSIER, MICHAEL",NOT APPLICABLE,since 05/01/2014,"398 BELLEVUE AVENUE NEWPORT, RI 02840 (41.477036, -71.307969)",10/01/2018
415073,JEANNE JUGAN RESIDENCE,964 MAIN STREET,PAWTUCKET,RI,02860,DIRECTOR,Individual,"MOYER, JANE",NOT APPLICABLE,since 01/01/2014,"964 MAIN STREET PAWTUCKET, RI 02860 (41.865235, -71.399241)",10/01/2018
415073,JEANNE JUGAN RESIDENCE,964 MAIN STREET,PAWTUCKET,RI,02860,DIRECTOR,Individual,"ANDRADES, SANDRA",NOT APPLICABLE,since 01/01/2013,"964 MAIN STREET PAWTUCKET, RI 02860 (41.865235, -71.399241)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,OFFICER,Individual,"SWANKER, RICHARD",NOT APPLICABLE,since 04/01/2011,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415042,WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,1275 SOUTH BROADWAY,EAST PROVIDENCE,RI,02914,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SOUCEY, DEBRA",6%,since 09/01/2011,"1275 SOUTH BROADWAY EAST PROVIDENCE, RI 02914 (41.806739, -71.372727)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"SHERMAN, MICHAEL",NOT APPLICABLE,since 01/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ONEX PARTNERS LP,NO PERCENTAGE PROVIDED,since 07/06/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,MANAGING EMPLOYEE,Individual,"GERBER, KATHLEEN",NOT APPLICABLE,since 12/06/2013,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 04/01/2011,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415029,GOLDEN CREST NURSING CENTRE,100 SMITHFIELD ROAD,NORTH PROVIDENCE,RI,02904,MANAGING EMPLOYEE,Individual,"PEZZELLI, NORMA",NOT APPLICABLE,since 09/01/1969,"100 SMITHFIELD ROAD NORTH PROVIDENCE, RI 02904 (41.856041, -71.44898)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,1995 DONNA REIS FAMILY TRUST,NO PERCENTAGE PROVIDED,since 07/06/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415044,FRIENDLY HOME INC THE,303 RHODES AVENUE,WOONSOCKET,RI,02895,MANAGING EMPLOYEE,Individual,"MARTIN, CARLA",NOT APPLICABLE,since 12/19/1988,"303 RHODES AVENUE WOONSOCKET, RI 02895 (42.005585, -71.533652)",10/01/2018
415023,SUNNY VIEW NURSING HOME INC,83 CORONA STREET,WARWICK,RI,02886,OFFICER,Individual,"MIGA, RICHARD",NOT APPLICABLE,since 01/01/2014,"83 CORONA STREET WARWICK, RI 02886 (41.723183, -71.459285)",10/01/2018
415042,WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,1275 SOUTH BROADWAY,EAST PROVIDENCE,RI,02914,MANAGING EMPLOYEE,Individual,"MOSIER, MICHAEL",NOT APPLICABLE,since 09/01/2011,"1275 SOUTH BROADWAY EAST PROVIDENCE, RI 02914 (41.806739, -71.372727)",10/01/2018
415010,SAINT ELIZABETH HOME EAST GREENWICH,1 SAINT ELIZABETH WAY,EAST GREENWICH,RI,02818,MANAGING EMPLOYEE,Individual,"ANASTASIADES, KARIN",NOT APPLICABLE,since 09/17/2014,"1 SAINT ELIZABETH WAY EAST GREENWICH, RI 02818 (41.639386, -71.472683)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SENIOR CARE HOLDINGS, LLC",NO PERCENTAGE PROVIDED,since 07/06/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,1995 DONNA REIS FAMILY TRUST,NO PERCENTAGE PROVIDED,since 02/02/2015,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415060,AVALON NURSING HOME,57 STOKES STREET,WARWICK,RI,02889,OFFICER,Individual,"KOWALIK, FRANCIS",NOT APPLICABLE,since 07/07/2014,"57 STOKES STREET WARWICK, RI 02889 (41.719088, -71.375566)",10/01/2018
415015,APPLE REHAB WATCH HILL,79 WATCH HILL ROAD,WESTERLY,RI,02891,OFFICER,Individual,"FOLEY, BRIAN",NOT APPLICABLE,since 11/18/1983,"79 WATCH HILL ROAD WESTERLY, RI 02891 (41.335055, -71.828527)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SUNDANCE REHABILITATION HOLDCO, INC.",NO PERCENTAGE PROVIDED,since 01/01/2016,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"LIFE CARE CENTERS OF AMERICA, INC.",NO PERCENTAGE PROVIDED,since 01/06/1976,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ZAC PROPERTIES XI LLC,NO PERCENTAGE PROVIDED,since 12/31/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,OFFICER,Individual,"LABATE, WENDY",NOT APPLICABLE,since 12/01/2012,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 12/01/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GENESIS HEALTHCARE LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,OPERATIONAL/MANAGERIAL CONTROL,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415059,ORCHARD VIEW MANOR,135 TRIPPS LANE,EAST PROVIDENCE,RI,02915,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SANTILLI, LAWRENCE",64%,since 09/30/2013,"135 TRIPPS LANE EAST PROVIDENCE, RI 02915 (41.790597, -71.35526)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,DIRECTOR,Individual,"CROOKS, JOANNA",NOT APPLICABLE,since 08/19/2009,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"HUNTER, BEECHER",NOT APPLICABLE,since 01/19/1998,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,HCCF MANAGEMENT GROUP XI LLC,NO PERCENTAGE PROVIDED,since 02/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,OFFICER,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"FISHMAN, STEVEN",NO PERCENTAGE PROVIDED,since 12/31/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 03/02/2015,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415107,KINGSTON CENTER FOR REHABILITATION AND HEALTH CARE,415 GARDNER ROAD,WEST KINGSTON,RI,02892,MANAGING EMPLOYEE,Individual,"LUTZEL, NICHOLAS",NOT APPLICABLE,since 10/01/2016,"415 GARDNER ROAD WEST KINGSTON, RI 02892 (41.547003, -71.61733)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"WHITMAN, ARNOLD",NO PERCENTAGE PROVIDED,since 12/31/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415096,BETHANY HOME OF RHODE ISLAND,111 SOUTH ANGELL STREET,PROVIDENCE,RI,02906,DIRECTOR,Individual,"PEET, GAIL",NOT APPLICABLE,since 06/21/2014,"111 SOUTH ANGELL STREET PROVIDENCE, RI 02906 (41.829129, -71.383212)",10/01/2018
415015,APPLE REHAB WATCH HILL,79 WATCH HILL ROAD,WESTERLY,RI,02891,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"FOLEY, BRIAN",100%,since 11/18/1983,"79 WATCH HILL ROAD WESTERLY, RI 02891 (41.335055, -71.828527)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"PHILLIPS, JEANNE",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415074,VILLAGE HOUSE CONVALESCENT HOME INC,70 HARRISON AVENUE,NEWPORT,RI,02840,MANAGING EMPLOYEE,Individual,"DOMINGOES, LORI",NOT APPLICABLE,since 10/25/1999,"70 HARRISON AVENUE NEWPORT, RI 02840 (41.471447, -71.322583)",10/01/2018
415015,APPLE REHAB WATCH HILL,79 WATCH HILL ROAD,WESTERLY,RI,02891,5% OR GREATER MORTGAGE INTEREST,Individual,"FOLEY, BRIAN",NOT APPLICABLE,since 11/18/1983,"79 WATCH HILL ROAD WESTERLY, RI 02891 (41.335055, -71.828527)",10/01/2018
415014,GRACE BARKER NURSING CENTER,54 BARKER AVENUE,WARREN,RI,02885,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"LESCAULT, MARY",50%,since 03/31/2006,"54 BARKER AVENUE WARREN, RI 02885 (41.727711, -71.26429)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GENESIS HEALTHCARE LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415039,HERITAGE HILLS NURSING & REHABILITATION CENTER,80 DOUGLAS PIKE,SMITHFIELD,RI,02917,MANAGING EMPLOYEE,Individual,"SECHIO, GRETCHEN",NOT APPLICABLE,since 06/01/2012,"80 DOUGLAS PIKE SMITHFIELD, RI 02917 (41.876882, -71.471058)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS II, LLC",NO PERCENTAGE PROVIDED,since 04/01/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"WHITMAN, ARNOLD",NO PERCENTAGE PROVIDED,since 02/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415073,JEANNE JUGAN RESIDENCE,964 MAIN STREET,PAWTUCKET,RI,02860,DIRECTOR,Individual,"MCPHILLIPS, MARY",NOT APPLICABLE,since 01/01/2014,"964 MAIN STREET PAWTUCKET, RI 02860 (41.865235, -71.399241)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"QUINN, JOHN",NO PERCENTAGE PROVIDED,since 09/09/1977,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 03/02/2015,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415028,WEST SHORE HEALTH CENTER,109 WEST SHORE ROAD,WARWICK,RI,02889,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, SALLY",NO PERCENTAGE PROVIDED,since 11/15/2007,"109 WEST SHORE ROAD WARWICK, RI 02889 (41.733287, -71.402699)",10/01/2018
415028,WEST SHORE HEALTH CENTER,109 WEST SHORE ROAD,WARWICK,RI,02889,OFFICER,Individual,"RYAN, DAVID",NOT APPLICABLE,since 11/15/2007,"109 WEST SHORE ROAD WARWICK, RI 02889 (41.733287, -71.402699)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"ZIEGLER, JAMES",NOT APPLICABLE,since 08/16/1999,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,DIRECTOR,Individual,"HUNTER, BEECHER",NOT APPLICABLE,since 03/10/2004,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,DIRECTOR,Individual,"MCMULLAN, JOHN",NOT APPLICABLE,since 03/10/2004,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GENESIS OPERATIONS LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"BOURNE, JOSEPH",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415054,SOUTH KINGSTOWN NURSING AND REHAB CTR,"2115 SOUTH COUNTY TRAIL, PO BOX 307",WEST KINGSTON,RI,02892,DIRECTOR,Individual,"RYAN, SALLY",NOT APPLICABLE,since 01/27/2000,"2115 SOUTH COUNTY TRAIL WEST KINGSTON, RI 02892 (41.50255, -71.561723)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,MANAGING EMPLOYEE,Individual,"MASSEMINO, LUCILLE",NOT APPLICABLE,since 01/01/1986,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,OPERATIONAL/MANAGERIAL CONTROL,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415074,VILLAGE HOUSE CONVALESCENT HOME INC,70 HARRISON AVENUE,NEWPORT,RI,02840,MANAGING EMPLOYEE,Individual,"ROMAGNOLO, JENNIFER",NOT APPLICABLE,since 02/27/2012,"70 HARRISON AVENUE NEWPORT, RI 02840 (41.471447, -71.322583)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GHC HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415044,FRIENDLY HOME INC THE,303 RHODES AVENUE,WOONSOCKET,RI,02895,MANAGING EMPLOYEE,Individual,"ROTELLA, ANGELO",NOT APPLICABLE,since 08/01/1983,"303 RHODES AVENUE WOONSOCKET, RI 02895 (42.005585, -71.533652)",10/01/2018
415039,HERITAGE HILLS NURSING & REHABILITATION CENTER,80 DOUGLAS PIKE,SMITHFIELD,RI,02917,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, SALLY",33%,since 06/01/2012,"80 DOUGLAS PIKE SMITHFIELD, RI 02917 (41.876882, -71.471058)",10/01/2018
415042,WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,1275 SOUTH BROADWAY,EAST PROVIDENCE,RI,02914,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"HYLAND, JUDITH",NO PERCENTAGE PROVIDED,since 09/01/2011,"1275 SOUTH BROADWAY EAST PROVIDENCE, RI 02914 (41.806739, -71.372727)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,OPERATIONAL/MANAGERIAL CONTROL,Organization,"LIFE CARE CENTERS OF AMERICA, INC.",NOT APPLICABLE,since 06/01/1994,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"EDWARDS, JAN",NOT APPLICABLE,since 03/02/2015,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415073,JEANNE JUGAN RESIDENCE,964 MAIN STREET,PAWTUCKET,RI,02860,DIRECTOR,Individual,"ROSS, MARJORIE",NOT APPLICABLE,since 01/01/2014,"964 MAIN STREET PAWTUCKET, RI 02860 (41.865235, -71.399241)",10/01/2018
415059,ORCHARD VIEW MANOR,135 TRIPPS LANE,EAST PROVIDENCE,RI,02915,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CURTIS, DIANE",NO PERCENTAGE PROVIDED,since 09/30/2013,"135 TRIPPS LANE EAST PROVIDENCE, RI 02915 (41.790597, -71.35526)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415014,GRACE BARKER NURSING CENTER,54 BARKER AVENUE,WARREN,RI,02885,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"LESCAULT, MARK",50%,since 11/28/2007,"54 BARKER AVENUE WARREN, RI 02885 (41.727711, -71.26429)",10/01/2018
415070,"CRESTWOOD NURSING & REHABILIATION CENTER, INC",568 CHILD STREET,WARREN,RI,02885,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MINASSIAN, GAIL",26%,since 11/01/1979,"568 CHILD STREET WARREN, RI 02885 (41.731939, -71.255126)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,HCCF MANAGEMENT GROUP XI LLC,NO PERCENTAGE PROVIDED,since 01/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415027,OAK HILL HEALTH & REHABILITATION CENTER,544 PLEASANT STREET,PAWTUCKET,RI,02860,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"HAGLER, JONATHAN",90%,since 07/01/2017,"544 PLEASANT STREET PAWTUCKET, RI 02860 (41.863973, -71.383313)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS II, LLC",NO PERCENTAGE PROVIDED,since 02/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415067,WEST VIEW NURSING AND REHABILIATION CENTER,239 LEGRIS AVENUE,WEST WARWICK,RI,02893,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,RI SKILLED INVESTORS LLC,NO PERCENTAGE PROVIDED,since 10/04/2017,"239 LEGRIS AVENUE WEST WARWICK, RI 02893 (41.696469, -71.506389)",10/01/2018
