hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50,previous_day_admission_adult_covid_confirmed_60,previous_day_admission_adult_covid_confirmed_70,previous_day_admission_adult_covid_confirmed_80,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18,previous_day_admission_adult_covid_suspected_20,previous_day_admission_adult_covid_suspected_30,previous_day_admission_adult_covid_suspected_40,previous_day_admission_adult_covid_suspected_50,previous_day_admission_adult_covid_suspected_60,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
410004,2021-04-30,RI,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,2908,Short Term,44007,True,142.7,104.2,75.2,97.0,65.0,17.3,17.3,12.2,0.0,0.0,113.7,8.0,8.0,6.7,6.7,4.0,4.0,0.0,0.0,0.0,856.0,625.0,451,582.0,390,104,104,73,0,0,682,48,48,40,40,24.0,24.0,0.0,0.0,0.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487,0.0,POINT (-71.434909 41.833925),[C410004-A],6,6,6,6,0.0,482.0,1018.0,942.0,0.0,0.0,False
410007,2021-04-30,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,839.7,658.6,559.6,675.1,533.7,66.9,65.7,51.7,0.0,0.0,705.7,98.1,82.1,89.6,75.1,9.0,9.0,0.0,0.0,0.0,5878.0,4610.0,3917,4726.0,3736,468,460,362,8,8,4940,687,575,627,526,63.0,63.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2407,0.0,POINT (-71.407066 41.811792),"[C410007-A, C410007-B]",7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410013,2021-04-02,RI,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,2891,Short Term,44009,True,95.0,95.0,88.0,52.6,52.6,66.9,65.7,51.7,0.0,0.0,88.0,9.0,9.0,6.9,6.9,0.0,0.0,0.0,0.0,0.0,665.0,665.0,616,368.0,368,7,7,362,0,0,616,63,63,48,48,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,0.0,POINT (-71.826103 41.362757),[C410013-A],7,7,7,7,0.0,205.0,14.0,545.0,0.0,0.0,False
410009,2021-04-09,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,262.0,262.0,212.0,194.8,194.8,24.0,24.0,19.7,0.0,0.0,212.0,14.3,14.3,10.3,10.3,0.0,0.0,0.0,0.0,0.0,1572.0,1572.0,1272,1169.0,1169,144,144,118,0,0,1272,86,86,62,62,19.0,19.0,0.0,0.0,14.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039,0.0,POINT (-71.478358 41.704716),"[C410009-A, C410009-B]",6,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,False
410005,2021-04-09,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,155.9,96.3,66.3,113.0,59.4,18.1,18.1,13.1,0.0,0.0,125.9,5.7,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0,1091.0,674.0,464,791.0,416,127,127,92,0,0,881,40,36,36,36,14.0,14.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,0.0,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,0.0,477.0,1033.0,913.0,0.0,0.0,False
410007,2021-04-02,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,835.4,656.3,557.3,661.6,524.4,65.6,63.6,49.6,0.0,0.0,701.4,99.7,84.0,86.1,73.6,9.1,9.1,0.0,0.0,0.0,5848.0,4594.0,3901,4631.0,3671,459,445,347,14,14,4910,698,588,603,515,64.0,64.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320,0.0,POINT (-71.407066 41.811792),"[C410007-A, C410007-B]",7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410006,2021-04-16,RI,410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,2840,Short Term,44005,True,129.7,114.7,84.7,85.0,70.4,5.7,5.7,5.7,0.0,0.0,99.7,6.9,6.9,4.7,4.7,0.0,0.0,0.0,0.0,0.0,908.0,803.0,593,595.0,493,40,40,40,0,0,698,48,48,33,33,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494,0.0,POINT (-71.306193 41.497809),[C410006-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410008,2021-04-16,RI,410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,2879,Short Term,44009,True,95.6,95.6,70.6,61.9,61.9,5.7,5.7,5.7,0.0,0.0,70.6,7.1,7.1,6.3,6.3,0.0,0.0,0.0,0.0,0.0,669.0,669.0,494,433.0,433,19,19,17,0,0,494,50,50,44,44,4.0,4.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428,0.0,POINT (-71.495931 41.431908),[C410008-A],7,7,7,7,0.0,604.0,18.0,1385.0,0.0,0.0,False
412001,2021-04-16,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,257.1,167.1,167.1,252.9,167.1,0.0,0.0,0.0,0.0,0.0,257.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1170.0,1170,1770.0,1170,0,0,0,0,0,1800,0,0,0,0,0.0,0.0,6.0,0.0,6.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,POINT (-71.464143 41.744029),[C412001-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410006,2021-04-02,RI,410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,2840,Short Term,44005,True,129.4,114.4,84.4,76.4,61.4,4.6,4.6,4.6,0.0,0.0,99.4,6.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.0,801.0,591,535.0,430,32,32,32,0,0,696,46,46,22,22,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510,0.0,POINT (-71.306193 41.497809),[C410006-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410006,2021-04-09,RI,410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,2840,Short Term,44005,True,128.0,113.0,83.0,75.0,60.0,4.1,4.6,4.6,0.0,0.0,98.0,6.6,6.6,4.4,4.4,0.0,0.0,0.0,0.0,0.0,896.0,791.0,581,525.0,420,29,26,26,0,0,686,46,46,31,31,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491,0.0,POINT (-71.306193 41.497809),[C410006-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
412001,2021-04-09,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,240.0,156.0,156.0,236.0,156.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,780.0,780,1180.0,780,0,0,0,0,0,1200,0,0,0,0,0.0,0.0,4.0,0.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,POINT (-71.464143 41.744029),[C412001-A],5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,False
410007,2021-04-16,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,835.6,655.4,556.4,663.1,524.3,69.0,67.3,53.3,0.0,0.0,701.6,97.4,81.4,86.0,71.9,13.9,13.9,0.0,0.0,0.0,5849.0,4588.0,3895,4642.0,3670,483,471,373,12,12,4911,682,570,602,503,97.0,97.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287,0.0,POINT (-71.407066 41.811792),"[C410007-A, C410007-B]",7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
412001,2021-04-02,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,300.0,195.0,195.0,295.0,195.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,585.0,585,885.0,585,0,0,0,0,0,900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,POINT (-71.464143 41.744029),[C412001-A],3,3,3,3,,,,,,,False
410009,2021-04-16,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,249.0,249.0,200.4,190.3,190.3,23.3,23.3,19.0,0.0,0.0,200.4,13.3,13.3,11.1,11.1,0.0,0.0,0.0,0.0,0.0,1743.0,1743.0,1403,1332.0,1332,163,163,133,0,0,1403,93,93,78,78,24.0,24.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135,0.0,POINT (-71.478358 41.704716),"[C410009-A, C410009-B]",7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410008,2021-04-02,RI,410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,2879,Short Term,44009,True,91.3,91.3,66.3,56.6,56.6,23.3,23.3,19.0,0.0,0.0,66.3,6.3,6.3,5.7,5.7,0.0,0.0,0.0,0.0,0.0,639.0,639.0,464,396.0,396,27,27,25,0,0,464,44,44,40,40,15.0,15.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,0.0,POINT (-71.495931 41.431908),[C410008-A],7,7,7,7,6.0,604.0,18.0,1385.0,0.0,0.0,False
410005,2021-04-16,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,153.6,91.7,61.7,108.7,53.4,18.3,18.3,13.3,0.0,0.0,123.6,4.0,4.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,1075.0,642.0,432,761.0,374,128,128,93,0,0,865,28,28,19,19,5.0,5.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458,0.0,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,0.0,477.0,103.0,913.0,0.0,0.0,False
410005,2021-04-02,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,155.3,91.4,64.1,113.1,57.9,19.3,19.3,14.3,0.0,0.0,125.3,5.4,5.4,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1087.0,640.0,449,792.0,405,135,135,100,0,0,877,38,38,35,35,8.0,8.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,0.0,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,0.0,477.0,1033.0,913.0,21.0,21.0,False
410008,2021-04-09,RI,410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,2879,Short Term,44009,True,91.7,91.7,66.7,57.7,57.7,4.0,4.0,14.3,0.0,0.0,66.7,5.4,5.4,4.7,4.7,0.0,0.0,0.0,0.0,0.0,642.0,642.0,467,404.0,404,28,28,25,0,0,467,38,38,33,33,12.0,10.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390,0.0,POINT (-71.495931 41.431908),[C410008-A],7,7,7,7,0.0,604.0,18.0,1385.0,0.0,0.0,False
410013,2021-04-16,RI,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,2891,Short Term,44009,True,95.0,95.0,88.0,58.0,58.0,5.4,5.4,4.4,0.0,0.0,88.0,9.0,9.0,6.3,6.3,0.0,0.0,0.0,0.0,0.0,665.0,665.0,616,406.0,406,38,38,31,0,0,616,63,63,44,44,6.0,5.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,0.0,POINT (-71.826103 41.362757),[C410013-A],7,7,7,7,0.0,198.0,15.0,546.0,0.0,0.0,False
410010,2021-04-02,RI,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,2905,Short Term,44007,True,191.4,109.6,90.6,146.7,78.9,5.4,5.4,4.4,0.0,0.0,172.4,80.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,767.0,634,1027.0,552,10,10,10,0,0,1207,560,0,462,0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493,0.0,POINT (-71.411753 41.810179),[C410010-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410010,2021-04-16,RI,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,2905,Short Term,44007,True,192.6,111.3,92.3,158.0,82.9,5.4,5.4,4.4,0.0,0.0,176.0,80.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,1348.0,779.0,646,1106.0,580,21,21,21,0,0,1232,560,0,500,0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510,0.0,POINT (-71.411753 41.810179),[C410010-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410011,2021-04-02,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,109.6,109.6,83.6,71.0,71.0,4.9,4.9,4.9,0.0,0.0,83.6,7.7,7.7,6.7,6.7,0.0,0.0,0.0,0.0,0.0,767.0,767.0,585,497.0,497,34,34,34,0,0,585,54,54,47,47,9.0,9.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,0.0,POINT (-71.495277 42.005438),[C410011-A],7,7,7,7,36.0,485.0,143.0,673.0,0.0,0.0,False
410011,2021-04-09,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,117.1,116.6,90.6,80.4,80.4,4.1,4.1,4.1,0.0,0.0,91.1,7.1,7.1,6.4,6.4,0.0,0.0,0.0,0.0,0.0,820.0,816.0,634,563.0,563,29,29,29,0,0,638,50,50,45,45,9.0,9.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.0,POINT (-71.495277 42.005438),[C410011-A],7,7,7,7,36.0,484.0,145.0,674.0,0.0,0.0,False
410012,2021-04-09,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,348.0,348.0,275.0,237.0,237.0,30.9,30.9,25.9,0.0,0.0,275.0,16.0,16.0,14.0,14.0,6.1,6.1,0.0,0.0,0.0,2436.0,2436.0,1925,1659.0,1659,216,216,181,0,0,1925,112,112,98,98,43.0,43.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309,0.0,POINT (-71.397541 41.851687),[C410012-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410004,2021-04-16,RI,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,2908,Short Term,44007,True,140.9,101.9,72.9,95.0,62.1,18.4,18.4,13.4,0.0,0.0,111.9,7.9,7.9,6.7,6.7,6.1,6.1,0.0,0.0,0.0,986.0,713.0,510,665.0,435,129,129,94,0,0,783,55,55,47,47,22.0,22.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574,0.0,POINT (-71.434909 41.833925),[C410004-A],7,7,7,7,0.0,482.0,1018.0,942.0,0.0,0.0,False
410012,2021-04-02,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,348.0,348.0,275.0,227.7,227.7,32.1,32.1,27.1,0.0,0.0,275.0,16.0,16.0,13.7,13.7,4.7,4.7,0.0,0.0,0.0,2436.0,2436.0,1925,1594.0,1594,225,225,190,0,0,1925,112,112,96,96,33.0,33.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292,0.0,POINT (-71.397541 41.851687),[C410012-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410013,2021-04-09,RI,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,2891,Short Term,44009,True,95.0,95.0,88.0,58.9,58.9,4.3,4.3,27.1,0.0,0.0,88.0,9.0,9.0,6.9,6.9,4.7,4.7,0.0,0.0,0.0,665.0,665.0,616,412.0,412,30,30,24,0,0,616,63,63,48,48,4.0,33.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372,0.0,POINT (-71.826103 41.362757),[C410013-A],7,7,7,7,0.0,202.0,15.0,546.0,0.0,0.0,False
410012,2021-04-16,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,348.0,348.0,275.0,245.3,245.3,31.1,31.1,26.1,0.0,0.0,275.0,16.0,16.0,14.3,14.3,4.6,4.6,0.0,0.0,0.0,2436.0,2436.0,1925,1717.0,1717,218,218,183,0,0,1925,112,112,100,100,32.0,32.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324,0.0,POINT (-71.397541 41.851687),[C410012-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
